dataset,task,n,model,target,cfg_source,flash_bytes,ram_bytes,insns_per_inf,latency_us,determinism_insns,n_test,n_correct,explain_insns_per_inf,explain_latency_us,explain_agree,params
jm1,bin,10885,DTree-d3,cortex-m4f,recovered,152,0,33.4375,0.334375,6,16,16,,,,"{""min_samples_leaf"": 20, ""ccp_alpha"": 0.0}"
jm1,bin,10885,DTree-d6,cortex-m0,recovered,534,0,107.3759766,2.236999512,16,16,16,,,,"{""min_samples_leaf"": 1, ""ccp_alpha"": 0.0001}"
jm1,bin,10885,DTree-d6,cortex-m4f,recovered,458,0,49.1875,0.491875,8,16,16,,,,"{""min_samples_leaf"": 1, ""ccp_alpha"": 0.0001}"
jm1,bin,10885,RF-20,cortex-m0,recovered,4912,0,726.1884766,15.1289266,225,16,16,,,,"{""n_estimators"": 20, ""max_depth"": 6, ""max_features"": 0.6, ""min_samples_leaf"": 20}"
jm1,bin,10885,RF-20,cortex-m4f,recovered,4336,0,457.125,4.57125,128,16,16,,,,"{""n_estimators"": 20, ""max_depth"": 6, ""max_features"": 0.6, ""min_samples_leaf"": 20}"
jm1,bin,10885,RF-40,cortex-m0,recovered,20364,0,1605.188477,33.4414266,217,16,16,,,,"{""n_estimators"": 40, ""max_depth"": 6, ""max_features"": 0.6, ""min_samples_leaf"": 1}"
jm1,bin,10885,RF-40,cortex-m4f,recovered,17046,0,1062.8125,10.628125,99,16,16,,,,"{""n_estimators"": 40, ""max_depth"": 6, ""max_features"": 0.6, ""min_samples_leaf"": 1}"
jm1,bin,10885,LinearSVM,cortex-m0,recovered,148,0,4323.188232,90.06642151,71,16,16,,,,"{""C"": 1.0}"
jm1,bin,10885,LinearSVM,cortex-m4f,recovered,140,0,123.3127441,1.233127441,0,16,16,,,,"{""C"": 1.0}"
jm1,bin,10885,LogReg,cortex-m0,recovered,148,0,4346.438232,90.55079651,76,16,16,,,,"{""C"": 100}"
jm1,bin,10885,LogReg,cortex-m4f,recovered,140,0,123.3127441,1.233127441,0,16,16,,,,"{""C"": 100}"
jm1,bin,10885,GaussianNB,cortex-m0,recovered,508,0,22506.31323,468.8815257,1394,16,16,,,,"{""var_smoothing"": 1e-07}"
jm1,bin,10885,GaussianNB,cortex-m4f,recovered,496,0,408.3125,4.083125,0,16,16,,,,"{""var_smoothing"": 1e-07}"
letter,multi,20000,DTree-d3,cortex-m0,recovered,232,0,784.6884766,16.3476766,4,16,16,,,,"{""min_samples_leaf"": 1, ""ccp_alpha"": 0.0001}"
letter,multi,20000,DTree-d3,cortex-m4f,recovered,228,0,698.5625,6.985625,1,16,16,,,,"{""min_samples_leaf"": 1, ""ccp_alpha"": 0.0001}"
letter,multi,20000,DTree-d6,cortex-m0,recovered,760,0,799.5009766,16.65627035,4,16,16,,,,"{""min_samples_leaf"": 1, ""ccp_alpha"": 0.0001}"
letter,multi,20000,DTree-d6,cortex-m4f,recovered,766,0,710.6875,7.106875,1,16,16,,,,"{""min_samples_leaf"": 1, ""ccp_alpha"": 0.0001}"
letter,multi,20000,RF-20,cortex-m0,recovered,13800,0,1602.813477,33.39194743,24,16,12,,,,"{""n_estimators"": 20, ""max_depth"": 6, ""max_features"": 0.3, ""min_samples_leaf"": 1}"
letter,multi,20000,RF-20,cortex-m4f,recovered,13878,0,1340.1875,13.401875,16,16,12,,,,"{""n_estimators"": 20, ""max_depth"": 6, ""max_features"": 0.3, ""min_samples_leaf"": 1}"
letter,multi,20000,RF-40,cortex-m0,recovered,27480,0,2439.313477,50.81903076,49,16,14,,,,"{""n_estimators"": 40, ""max_depth"": 6, ""max_features"": 0.3, ""min_samples_leaf"": 1}"
letter,multi,20000,RF-40,cortex-m4f,recovered,27628,0,1998.75,19.9875,20,16,14,,,,"{""n_estimators"": 40, ""max_depth"": 6, ""max_features"": 0.3, ""min_samples_leaf"": 1}"
letter,multi,20000,LinearSVM,cortex-m0,recovered,1868,0,85733.87549,1786.122406,619,16,16,,,,"{""C"": 10.0}"
letter,multi,20000,LinearSVM,cortex-m4f,recovered,1860,0,2436.3125,24.363125,0,16,16,,,,"{""C"": 10.0}"
letter,multi,20000,LogReg,cortex-m0,recovered,1868,0,86855.87549,1809.497406,966,16,16,,,,"{""C"": 10}"
letter,multi,20000,LogReg,cortex-m4f,recovered,1860,0,2436.3125,24.363125,0,16,16,,,,"{""C"": 10}"
letter,multi,20000,GaussianNB,cortex-m0,recovered,3564,0,227418.938,4737.894541,2258,16,16,,,,"{""var_smoothing"": 1e-09}"
letter,multi,20000,GaussianNB,cortex-m4f,recovered,3556,0,4154.3125,41.543125,0,16,16,,,,"{""var_smoothing"": 1e-09}"
satimage,multi,6430,DTree-d3,cortex-m0,recovered,224,0,225.3759766,4.695332845,6,16,16,,,,"{""min_samples_leaf"": 50, ""ccp_alpha"": 0.0}"
satimage,multi,6430,DTree-d3,cortex-m4f,recovered,216,0,198.4375,1.984375,6,16,16,,,,"{""min_samples_leaf"": 50, ""ccp_alpha"": 0.0}"
satimage,multi,6430,DTree-d6,cortex-m0,recovered,336,0,232.2509766,4.838562012,16,16,16,,,,"{""min_samples_leaf"": 50, ""ccp_alpha"": 0.0}"
satimage,multi,6430,DTree-d6,cortex-m4f,recovered,314,0,205,2.05,15,16,16,,,,"{""min_samples_leaf"": 50, ""ccp_alpha"": 0.0}"
satimage,multi,6430,RF-20,cortex-m0,recovered,15704,0,1081.000977,22.52085368,100,16,16,,,,"{""n_estimators"": 20, ""max_depth"": 6, ""max_features"": 0.3, ""min_samples_leaf"": 1}"
satimage,multi,6430,RF-20,cortex-m4f,recovered,13958,0,825.6875,8.256875,73,16,16,,,,"{""n_estimators"": 20, ""max_depth"": 6, ""max_features"": 0.3, ""min_samples_leaf"": 1}"
satimage,multi,6430,RF-40,cortex-m0,recovered,31440,0,1960.563477,40.84507243,99,16,16,,,,"{""n_estimators"": 40, ""max_depth"": 6, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
satimage,multi,6430,RF-40,cortex-m4f,recovered,27874,0,1479.25,14.7925,135,16,16,,,,"{""n_estimators"": 40, ""max_depth"": 6, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}"
satimage,multi,6430,LinearSVM,cortex-m0,recovered,988,0,44114.50073,919.0520986,640,16,16,,,,"{""C"": 0.01}"
satimage,multi,6430,LinearSVM,cortex-m4f,recovered,980,0,1176.3125,11.763125,0,16,16,,,,"{""C"": 0.01}"
satimage,multi,6430,LogReg,cortex-m0,recovered,988,0,44684.87573,930.9349111,889,16,16,,,,"{""C"": 100}"
satimage,multi,6430,LogReg,cortex-m4f,recovered,980,0,1176.3125,11.763125,0,16,16,,,,"{""C"": 100}"
satimage,multi,6430,GaussianNB,cortex-m0,recovered,1888,0,116080.0007,2418.333349,809,16,16,,,,"{""var_smoothing"": 1e-07}"
satimage,multi,6430,GaussianNB,cortex-m4f,recovered,1876,0,2054.3125,20.543125,0,16,16,,,,"{""var_smoothing"": 1e-07}"
jannis,multi,50000,DTree-d3,cortex-m0,recovered,214,0,169.5009766,3.531270345,2,16,16,,,,"{""min_samples_leaf"": 20, ""ccp_alpha"": 0.0}"
jannis,multi,50000,DTree-d3,cortex-m4f,recovered,208,0,147.5625,1.475625,1,16,16,,,,"{""min_samples_leaf"": 20, ""ccp_alpha"": 0.0}"
jannis,multi,50000,DTree-d6,cortex-m0,recovered,678,0,180.1259766,3.752624512,8,16,16,,,,"{""min_samples_leaf"": 5, ""ccp_alpha"": 0.0001}"
jannis,multi,50000,DTree-d6,cortex-m4f,recovered,608,0,154.9375,1.549375,6,16,16,,,,"{""min_samples_leaf"": 5, ""ccp_alpha"": 0.0001}"
jannis,multi,50000,RF-20,cortex-m0,recovered,13388,0,972.1259766,20.25262451,159,16,16,,,,"{""n_estimators"": 20, ""max_depth"": 6, ""max_features"": 0.3, ""min_samples_leaf"": 20}"
jannis,multi,50000,RF-20,cortex-m4f,recovered,11554,0,734.8125,7.348125,119,16,16,,,,"{""n_estimators"": 20, ""max_depth"": 6, ""max_features"": 0.3, ""min_samples_leaf"": 20}"
jannis,multi,50000,RF-40,cortex-m0,recovered,29028,0,1836.688477,38.26434326,242,16,16,,,,"{""n_estimators"": 40, ""max_depth"": 6, ""max_features"": 0.3, ""min_samples_leaf"": 5}"
jannis,multi,50000,RF-40,cortex-m4f,recovered,24942,0,1359.6875,13.596875,192,16,16,,,,"{""n_estimators"": 40, ""max_depth"": 6, ""max_features"": 0.3, ""min_samples_leaf"": 5}"
jannis,multi,50000,LinearSVM,cortex-m0,recovered,980,0,44171.93823,920.2487132,218,16,16,,,,"{""C"": 10.0}"
jannis,multi,50000,LinearSVM,cortex-m4f,recovered,972,0,1150.3125,11.503125,0,16,16,,,,"{""C"": 10.0}"
jannis,multi,50000,LogReg,cortex-m0,recovered,980,0,44295.56323,922.824234,459,16,16,,,,"{""C"": 10}"
jannis,multi,50000,LogReg,cortex-m4f,recovered,972,0,1150.3125,11.503125,0,16,16,,,,"{""C"": 10}"
jannis,multi,50000,GaussianNB,cortex-m0,recovered,1880,0,117675.5007,2451.572932,893,16,16,,,,"{""var_smoothing"": 1e-07}"
jannis,multi,50000,GaussianNB,cortex-m4f,recovered,1868,0,2024.3125,20.243125,0,16,16,,,,"{""var_smoothing"": 1e-07}"
shuttle,multi,57977,DTree-d3,cortex-m0,recovered,224,0,203.8759766,4.247416178,2,16,16,,,,"{""min_samples_leaf"": 5, ""ccp_alpha"": 0.0}"
shuttle,multi,57977,DTree-d3,cortex-m4f,recovered,214,0,172.9375,1.729375,2,16,16,,,,"{""min_samples_leaf"": 5, ""ccp_alpha"": 0.0}"
shuttle,multi,57977,DTree-d6,cortex-m0,recovered,328,0,213.0009766,4.437520345,12,16,16,,,,"{""min_samples_leaf"": 5, ""ccp_alpha"": 0.0}"
shuttle,multi,57977,DTree-d6,cortex-m4f,recovered,310,0,179.1875,1.791875,8,16,16,,,,"{""min_samples_leaf"": 5, ""ccp_alpha"": 0.0}"
shuttle,multi,57977,RF-20,cortex-m0,recovered,6772,0,839.2509766,17.48439535,172,16,16,,,,"{""n_estimators"": 20, ""max_depth"": 6, ""max_features"": 0.6, ""min_samples_leaf"": 1}"
shuttle,multi,57977,RF-20,cortex-m4f,recovered,6256,0,711.1875,7.111875,115,16,16,,,,"{""n_estimators"": 20, ""max_depth"": 6, ""max_features"": 0.6, ""min_samples_leaf"": 1}"
shuttle,multi,57977,RF-40,cortex-m0,recovered,12724,0,1438.375977,29.96616618,285,16,16,,,,"{""n_estimators"": 40, ""max_depth"": 6, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"
shuttle,multi,57977,RF-40,cortex-m4f,recovered,11574,0,1214.375,12.14375,170,16,16,,,,"{""n_estimators"": 40, ""max_depth"": 6, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"
shuttle,multi,57977,LinearSVM,cortex-m0,recovered,300,0,9510.500732,198.1354319,179,16,16,,,,"{""C"": 0.1}"
shuttle,multi,57977,LinearSVM,cortex-m4f,recovered,292,0,308.3125,3.083125,0,16,16,,,,"{""C"": 0.1}"
shuttle,multi,57977,LogReg,cortex-m0,recovered,300,0,9427.250732,196.4010569,188,16,16,,,,"{""C"": 10}"
shuttle,multi,57977,LogReg,cortex-m4f,recovered,292,0,308.3125,3.083125,0,16,16,,,,"{""C"": 10}"
shuttle,multi,57977,GaussianNB,cortex-m0,recovered,516,0,24082.87573,501.7265778,409,16,16,,,,"{""var_smoothing"": 1e-06}"
shuttle,multi,57977,GaussianNB,cortex-m4f,recovered,504,0,500.3125,5.003125,0,16,16,,,,"{""var_smoothing"": 1e-06}"
adult,bin,48842,EBM,cortex-m0,recovered,7742,0,12433.56348,259.0325724,219,16,16,,,,"{""max_bins"": 128, ""learning_rate"": 0.05, ""max_rounds"": 2000, ""min_samples_leaf"": 10}"
adult,bin,48842,EBM,cortex-m4f,recovered,7760,0,3038.8125,30.388125,12,16,16,,,,"{""max_bins"": 128, ""learning_rate"": 0.05, ""max_rounds"": 2000, ""min_samples_leaf"": 10}"
bank-marketing,bin,45211,EBM,cortex-m0,recovered,7470,0,9644.250732,200.9218903,57,16,16,,,,"{""max_bins"": 128, ""learning_rate"": 0.005, ""max_rounds"": 2000, ""min_samples_leaf"": 2}"
bank-marketing,bin,45211,EBM,cortex-m4f,recovered,7500,0,2375.8125,23.758125,0,16,16,,,,"{""max_bins"": 128, ""learning_rate"": 0.005, ""max_rounds"": 2000, ""min_samples_leaf"": 2}"
electricity,bin,45312,EBM,cortex-m0,recovered,25754,0,4926.813232,102.6419423,70,16,16,,,,"{""max_bins"": 512, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 2}"
electricity,bin,45312,EBM,cortex-m4f,recovered,25780,0,1182.5625,11.825625,12,16,16,,,,"{""max_bins"": 512, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 2}"
spambase,bin,4601,EBM,cortex-m0,recovered,47958,0,24977.25073,520.3593903,195,16,16,,,,"{""max_bins"": 128, ""learning_rate"": 0.005, ""max_rounds"": 2000, ""min_samples_leaf"": 2}"
spambase,bin,4601,EBM,cortex-m4f,recovered,47980,0,6189.0625,61.890625,60,16,16,,,,"{""max_bins"": 128, ""learning_rate"": 0.005, ""max_rounds"": 2000, ""min_samples_leaf"": 2}"
phoneme,bin,5404,EBM,cortex-m0,recovered,5354,0,2295.375732,47.82032776,123,16,16,,,,"{""max_bins"": 128, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 2}"
phoneme,bin,5404,EBM,cortex-m4f,recovered,5362,0,536.5625,5.365625,0,16,16,,,,"{""max_bins"": 128, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 2}"
MagicTelescope,bin,19020,EBM,cortex-m0,recovered,41364,0,5727.125732,119.3151194,195,16,16,,,,"{""max_bins"": 512, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 10}"
MagicTelescope,bin,19020,EBM,cortex-m4f,recovered,41384,0,1358.3125,13.583125,0,16,16,,,,"{""max_bins"": 512, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 10}"
eeg-eye-state,bin,14980,EBM,cortex-m0,recovered,33674,0,7546.875732,157.2265778,271,16,16,,,,"{""max_bins"": 512, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 2}"
eeg-eye-state,bin,14980,EBM,cortex-m4f,recovered,33700,0,1763.0625,17.630625,48,16,16,,,,"{""max_bins"": 512, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 2}"
nomao,bin,34465,EBM,cortex-m0,recovered,115222,0,47384.06348,987.1679891,623,16,16,,,,"{""max_bins"": 512, ""learning_rate"": 0.01, ""max_rounds"": 5000, ""min_samples_leaf"": 10}"
nomao,bin,34465,EBM,cortex-m4f,recovered,115140,0,11398.0625,113.980625,108,16,16,,,,"{""max_bins"": 512, ""learning_rate"": 0.01, ""max_rounds"": 5000, ""min_samples_leaf"": 10}"
credit-default,bin,30000,EBM,cortex-m0,recovered,51694,0,9745.750732,203.0364736,289,16,16,,,,"{""max_bins"": 512, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 10}"
credit-default,bin,30000,EBM,cortex-m4f,recovered,51740,0,2366.0625,23.660625,72,16,16,,,,"{""max_bins"": 512, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 10}"
higgs,bin,98050,EBM,cortex-m0,recovered,99510,0,14394.81323,299.8919423,161,16,16,,,,"{""max_bins"": 512, ""learning_rate"": 0.05, ""max_rounds"": 2000, ""min_samples_leaf"": 2}"
higgs,bin,98050,EBM,cortex-m4f,recovered,99568,0,3418.0625,34.180625,12,16,16,,,,"{""max_bins"": 512, ""learning_rate"": 0.05, ""max_rounds"": 2000, ""min_samples_leaf"": 2}"
churn,bin,5000,EBM,cortex-m0,recovered,15190,0,9603.062988,200.0638123,270,16,16,,,,"{""max_bins"": 128, ""learning_rate"": 0.005, ""max_rounds"": 5000, ""min_samples_leaf"": 10}"
churn,bin,5000,EBM,cortex-m4f,recovered,15256,0,2315.3125,23.153125,72,16,16,,,,"{""max_bins"": 128, ""learning_rate"": 0.005, ""max_rounds"": 5000, ""min_samples_leaf"": 10}"
jm1,bin,10885,EBM,cortex-m0,recovered,25814,0,9564.250732,199.2552236,206,16,16,,,,"{""max_bins"": 256, ""learning_rate"": 0.01, ""max_rounds"": 2000, ""min_samples_leaf"": 2}"
jm1,bin,10885,EBM,cortex-m4f,recovered,25856,0,2317.8125,23.178125,72,16,16,,,,"{""max_bins"": 256, ""learning_rate"": 0.01, ""max_rounds"": 2000, ""min_samples_leaf"": 2}"
letter,multi,20000,EBM,cortex-m0,recovered,30366,0,40037.31299,834.1106873,1008,16,16,,,,"{""max_bins"": 256, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 10}"
letter,multi,20000,EBM,cortex-m4f,recovered,30452,0,4490.8125,44.908125,12,16,16,,,,"{""max_bins"": 256, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 10}"
satimage,multi,6430,EBM,cortex-m0,recovered,78574,0,30267.81323,630.5794423,903,16,16,,,,"{""max_bins"": 512, ""learning_rate"": 0.05, ""max_rounds"": 2000, ""min_samples_leaf"": 10}"
satimage,multi,6430,EBM,cortex-m4f,recovered,78768,0,5053.3125,50.533125,132,16,16,,,,"{""max_bins"": 512, ""learning_rate"": 0.05, ""max_rounds"": 2000, ""min_samples_leaf"": 10}"
shuttle,multi,57977,EBM,cortex-m0,recovered,16474,0,6883.813232,143.4127757,219,16,16,,,,"{""max_bins"": 128, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 2}"
shuttle,multi,57977,EBM,cortex-m4f,recovered,16516,0,1251.8125,12.518125,24,16,16,,,,"{""max_bins"": 128, ""learning_rate"": 0.05, ""max_rounds"": 5000, ""min_samples_leaf"": 2}"
jannis,multi,50000,EBM,cortex-m0,recovered,140782,0,38487.87573,801.8307444,270,16,16,,,,"{""max_bins"": 128, ""learning_rate"": 0.05, ""max_rounds"": 2000, ""min_samples_leaf"": 2}"
jannis,multi,50000,EBM,cortex-m4f,recovered,141130,0,7271.0625,72.710625,12,16,16,,,,"{""max_bins"": 128, ""learning_rate"": 0.05, ""max_rounds"": 2000, ""min_samples_leaf"": 2}"
adult,bin,48842,SLATE,cortex-m0,recovered,1428,0,24302.50098,506.3021037,2042,16,16,28004.11377,583.4190369,16,"{""budget"": 64, ""learning_rate"": 0.5, ""l2"": 1.0, ""n_bins"": 64, ""l1"": 0.0001}"
adult,bin,48842,SLATE,cortex-m4f,recovered,1420,0,1112.3125,11.123125,0,16,16,2138.437988,21.38437988,16,"{""budget"": 64, ""learning_rate"": 0.5, ""l2"": 1.0, ""n_bins"": 64, ""l1"": 0.0001}"
bank-marketing,bin,45211,SLATE,cortex-m0,recovered,2452,0,51130.37573,1065.216161,2550,16,16,58773.85889,1224.455393,16,"{""budget"": 128, ""learning_rate"": 0.3, ""l2"": 1.0, ""n_bins"": 32, ""l1"": 0.0001}"
bank-marketing,bin,45211,SLATE,cortex-m4f,recovered,2444,0,2200.3125,22.003125,0,16,16,4323.125488,43.23125488,16,"{""budget"": 128, ""learning_rate"": 0.3, ""l2"": 1.0, ""n_bins"": 32, ""l1"": 0.0001}"
electricity,bin,45312,SLATE,cortex-m0,recovered,1428,0,24843.56323,517.574234,1340,16,16,28639.39209,596.6540019,16,"{""budget"": 64, ""learning_rate"": 0.5, ""l2"": 1.0, ""n_bins"": 64, ""l1"": 0.0001}"
electricity,bin,45312,SLATE,cortex-m4f,recovered,1420,0,1112.3125,11.123125,0,16,16,2150.625488,21.50625488,16,"{""budget"": 64, ""learning_rate"": 0.5, ""l2"": 1.0, ""n_bins"": 64, ""l1"": 0.0001}"
spambase,bin,4601,SLATE,cortex-m0,recovered,904,0,11827.06323,246.3971507,2228,16,16,13587.81665,283.0795135,16,"{""budget"": 32, ""learning_rate"": 0.5, ""l2"": 1.0, ""n_bins"": 32, ""l1"": 0.001}"
spambase,bin,4601,SLATE,cortex-m4f,recovered,908,0,568.3125,5.683125,0,16,16,1078.437988,10.78437988,16,"{""budget"": 32, ""learning_rate"": 0.5, ""l2"": 1.0, ""n_bins"": 32, ""l1"": 0.001}"
phoneme,bin,5404,SLATE,cortex-m0,recovered,1444,0,24396.00073,508.2500153,3234,16,16,28110.39893,585.633311,16,"{""budget"": 128, ""learning_rate"": 0.3, ""l2"": 5.0, ""n_bins"": 16, ""l1"": 0.001}"
phoneme,bin,5404,SLATE,cortex-m4f,recovered,1436,0,1129.3125,11.293125,0,16,16,2156.875488,21.56875488,16,"{""budget"": 128, ""learning_rate"": 0.3, ""l2"": 5.0, ""n_bins"": 16, ""l1"": 0.001}"
MagicTelescope,bin,19020,SLATE,cortex-m0,recovered,2452,0,45133.75073,940.2864736,3570,16,16,52425.24097,1092.19252,16,"{""budget"": 128, ""learning_rate"": 0.3, ""l2"": 5.0, ""n_bins"": 32, ""l1"": 0.0001}"
MagicTelescope,bin,19020,SLATE,cortex-m4f,recovered,2444,0,2200.3125,22.003125,0,16,16,4112.812988,41.12812988,16,"{""budget"": 128, ""learning_rate"": 0.3, ""l2"": 5.0, ""n_bins"": 32, ""l1"": 0.0001}"
eeg-eye-state,bin,14980,SLATE,cortex-m0,recovered,2452,0,45673.43823,951.5299632,2391,16,15,53309.64233,1110.617549,16,"{""budget"": 128, ""learning_rate"": 0.3, ""l2"": 1.0, ""n_bins"": 32, ""l1"": 0.0001}"
eeg-eye-state,bin,14980,SLATE,cortex-m4f,recovered,2444,0,2200.3125,22.003125,0,16,15,4124.062988,41.24062988,16,"{""budget"": 128, ""learning_rate"": 0.3, ""l2"": 1.0, ""n_bins"": 32, ""l1"": 0.0001}"
nomao,bin,34465,SLATE,cortex-m0,recovered,2452,0,42533.68848,886.1185099,3611,16,11,49624.55298,1033.844854,16,"{""budget"": 128, ""learning_rate"": 0.3, ""l2"": 5.0, ""n_bins"": 16, ""l1"": 0.0001}"
nomao,bin,34465,SLATE,cortex-m4f,recovered,2444,0,2200.3125,22.003125,0,16,11,4032.500488,40.32500488,16,"{""budget"": 128, ""learning_rate"": 0.3, ""l2"": 5.0, ""n_bins"": 16, ""l1"": 0.0001}"
credit-default,bin,30000,SLATE,cortex-m0,recovered,1428,0,24351.62573,507.3255361,3868,16,16,28076.4209,584.9254354,16,"{""budget"": 64, ""learning_rate"": 0.8, ""l2"": 5.0, ""n_bins"": 16, ""l1"": 0.001}"
credit-default,bin,30000,SLATE,cortex-m4f,recovered,1420,0,1112.3125,11.123125,0,16,16,2136.250488,21.36250488,16,"{""budget"": 64, ""learning_rate"": 0.8, ""l2"": 5.0, ""n_bins"": 16, ""l1"": 0.001}"
higgs,bin,98050,SLATE,cortex-m0,recovered,2452,0,47876.50073,997.4270986,8355,16,16,55442.77905,1155.057897,16,"{""budget"": 128, ""learning_rate"": 0.3, ""l2"": 5.0, ""n_bins"": 16, ""l1"": 0.0001}"
higgs,bin,98050,SLATE,cortex-m4f,recovered,2444,0,2200.3125,22.003125,0,16,16,4209.062988,42.09062988,16,"{""budget"": 128, ""learning_rate"": 0.3, ""l2"": 5.0, ""n_bins"": 16, ""l1"": 0.0001}"
churn,bin,5000,SLATE,cortex-m0,recovered,904,0,12158.12549,253.294281,918,16,16,14001.65894,291.7012278,16,"{""budget"": 32, ""learning_rate"": 0.5, ""l2"": 1.0, ""n_bins"": 16, ""l1"": 0.001}"
churn,bin,5000,SLATE,cortex-m4f,recovered,908,0,568.3125,5.683125,0,16,16,1091.250488,10.91250488,16,"{""budget"": 32, ""learning_rate"": 0.5, ""l2"": 1.0, ""n_bins"": 16, ""l1"": 0.001}"
jm1,bin,10885,SLATE,cortex-m0,recovered,904,0,11690.12573,243.5442861,2656,16,16,13473.6792,280.70165,16,"{""budget"": 32, ""learning_rate"": 0.5, ""l2"": 2.0, ""n_bins"": 32, ""l1"": 0.001}"
jm1,bin,10885,SLATE,cortex-m4f,recovered,908,0,568.3125,5.683125,0,16,16,1073.125488,10.73125488,16,"{""budget"": 32, ""learning_rate"": 0.5, ""l2"": 2.0, ""n_bins"": 32, ""l1"": 0.001}"
letter,multi,20000,SLATE,cortex-m0,recovered,14868,0,562005.563,11708.44923,59156,16,16,569719.4814,11869.15586,16,"{""budget"": 128, ""learning_rate"": 0.3, ""l2"": 5.0, ""n_bins"": 32, ""l1"": 0.0001}"
letter,multi,20000,SLATE,cortex-m4f,recovered,14896,0,22820.3125,228.203125,0,16,16,24862.18799,248.6218799,16,"{""budget"": 128, ""learning_rate"": 0.3, ""l2"": 5.0, ""n_bins"": 32, ""l1"": 0.0001}"
satimage,multi,6430,SLATE,cortex-m0,recovered,2572,0,60689.56323,1264.365901,24243,16,15,64214.00171,1337.791702,16,"{""budget"": 64, ""learning_rate"": 0.5, ""l2"": 1.0, ""n_bins"": 64, ""l1"": 0.0001}"
satimage,multi,6430,SLATE,cortex-m4f,recovered,2592,0,3413.3125,34.133125,0,16,15,4365.062988,43.65062988,16,"{""budget"": 64, ""learning_rate"": 0.5, ""l2"": 1.0, ""n_bins"": 64, ""l1"": 0.0001}"
shuttle,multi,57977,SLATE,cortex-m0,recovered,1264,0,23617.81323,492.0377757,2413,16,16,25176.53809,524.5112101,16,"{""budget"": 64, ""learning_rate"": 0.5, ""l2"": 2.0, ""n_bins"": 64, ""l1"": 0.01}"
shuttle,multi,57977,SLATE,cortex-m4f,recovered,1288,0,1450.3125,14.503125,0,16,16,1883.250488,18.83250488,16,"{""budget"": 64, ""learning_rate"": 0.5, ""l2"": 2.0, ""n_bins"": 64, ""l1"": 0.01}"
jannis,multi,50000,SLATE,cortex-m0,recovered,6664,0,169140.2507,3523.755224,14181,16,16,183687.5635,3826.824239,16,"{""budget"": 256, ""learning_rate"": 0.8, ""l2"": 5.0, ""n_bins"": 16, ""l1"": 0.01}"
jannis,multi,50000,SLATE,cortex-m4f,recovered,6712,0,10288.3125,102.883125,0,16,16,14097.62549,140.9762549,16,"{""budget"": 256, ""learning_rate"": 0.8, ""l2"": 5.0, ""n_bins"": 16, ""l1"": 0.01}"
